sample_id,waste_type,data_source,paper_ref_no,cement_kg_m3,water_cement_ratio,curing_days,rac_%,rcwtb_%,ceramic_%,plastic_%,total_replacement_%,compressive_strength_mpa,flexural_strength_mpa,split_tensile_strength_mpa,chloride_penetration_mm,marine_durability_score,co2_emission_kg_m3,cost_usd_m3
4368,RAC,real,See Table 3 (compiled sources),280.0,0.45,56.0,1.0,0.0,0.0,0.0,1.0,51.8,6.03,4.79,14.03,7.8,226.8,53.6
4369,RAC,real,See Table 3 (compiled sources),537.0,0.41,28.0,60.0,0.0,0.0,0.0,60.0,53.2,6.46,4.83,18.86,6.6,398.0,67.8
4370,RAC,real,See Table 3 (compiled sources),280.0,0.38,3.0,2.0,0.0,0.0,0.0,2.0,26.0,3.05,2.48,18.96,6.0,232.7,42.2
4371,Ceramic,augmented_literature_based,This study (synthetic augmentation),510.0,0.463,14.0,43.7,0.0,23.6,0.0,67.3,45.3,5.07,3.79,19.48,7.9,359.5,65.8
4372,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.43,28.0,53.0,0.0,0.0,0.0,53.0,29.6,3.68,2.64,21.07,5.7,261.4,40.3
4373,RAC,real,See Table 3 (compiled sources),159.0,1.069,28.0,100.0,0.0,0.0,0.0,100.0,11.2,2.0,1.5,30.0,1.2,80.0,15.0
4374,RAC,real,See Table 3 (compiled sources),380.0,0.61,28.0,20.0,0.0,0.0,0.0,20.0,39.5,4.8,3.43,23.47,4.7,291.6,59.5
4375,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.32,28.0,100.0,0.0,0.0,0.0,100.0,27.2,4.2,2.28,20.81,6.5,218.3,31.3
4376,RAC,real,See Table 3 (compiled sources),350.0,0.35,56.0,2.0,0.0,0.0,0.0,2.0,64.7,7.34,5.93,8.1,8.9,280.1,65.5
4377,RAC,real,See Table 3 (compiled sources),350.0,0.33,28.0,2.0,0.0,0.0,0.0,2.0,56.7,6.91,5.24,10.77,8.9,289.7,59.2
4378,RAC,real,See Table 3 (compiled sources),380.0,0.45,7.0,25.0,0.0,0.0,0.0,25.0,17.8,2.41,1.86,21.9,5.6,281.6,43.8
4379,RCWTB,augmented_literature_based,This study (synthetic augmentation),319.2,0.42,28.0,45.5,14.5,0.0,0.0,60.0,55.7,6.83,5.33,16.92,8.0,218.2,43.2
4380,RAC,real,See Table 3 (compiled sources),410.0,0.548780488,28.0,20.0,0.0,0.0,0.0,20.0,45.3,5.23,3.76,21.56,5.1,320.9,58.5
4381,RAC,real,"Hoang 2024, Mathematics (Ref 9)",282.0,0.695,3.0,100.0,0.0,0.0,0.0,100.0,23.0,2.71,2.0,30.0,2.3,140.3,15.0
4382,RAC,real,"Hoang 2024, Mathematics (Ref 9)",245.0,0.629,56.0,0.0,0.0,0.0,0.0,0.0,58.9,7.56,5.29,20.79,6.0,204.9,51.3
4383,Combined,augmented_literature_based,This study (synthetic augmentation),302.1,0.525,7.0,24.7,13.4,6.3,6.8,51.2,43.4,5.0,4.09,21.57,6.7,207.2,42.1
4384,Plastic,augmented_literature_based,This study (synthetic augmentation),314.7,0.47,28.0,35.9,0.0,0.0,11.8,47.7,45.2,5.62,4.13,21.22,6.0,226.2,42.7
4385,RAC,real,See Table 3 (compiled sources),467.4,0.42,28.0,0.0,0.0,0.0,0.0,0.0,27.0,3.54,2.71,17.08,6.7,376.3,69.3
4386,RAC,real,See Table 3 (compiled sources),350.0,0.34,28.0,1.0,0.0,0.0,0.0,1.0,56.2,6.55,4.78,10.78,8.1,291.9,60.6
4387,RAC,real,See Table 3 (compiled sources),500.0,0.34,28.0,2.0,0.0,0.0,0.0,2.0,63.8,8.05,5.63,10.5,8.5,397.7,86.3
4388,RAC,real,See Table 3 (compiled sources),537.0,0.41,3.0,15.0,0.0,0.0,0.0,15.0,28.8,3.37,2.13,18.11,6.9,420.0,78.8
4389,RAC,real,See Table 3 (compiled sources),350.0,0.37,56.0,1.0,0.0,0.0,0.0,1.0,55.4,6.32,5.2,10.84,8.4,284.2,55.7
4390,Plastic,real,See Table 3 (compiled sources),430.0,0.539,28.0,100.0,0.0,0.0,0.0,100.0,38.0,5.04,3.48,27.41,4.7,276.3,37.8
4391,RAC,real,See Table 3 (compiled sources),388.0,0.299,7.0,45.0,0.0,0.0,0.0,45.0,39.0,4.62,3.19,15.79,7.3,283.6,58.3
4392,RAC,real,See Table 3 (compiled sources),340.0,0.57,28.0,1.0,0.0,0.0,0.0,1.0,38.5,4.5,3.67,21.26,6.6,275.4,54.0
4393,RAC,real,See Table 3 (compiled sources),280.0,0.57,28.0,1.0,0.0,0.0,0.0,1.0,42.5,5.19,4.17,20.43,5.2,220.1,49.1
4394,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.47,28.0,0.0,0.0,0.0,0.0,0.0,31.2,4.6,3.18,18.26,6.5,309.7,56.2
4395,RAC,real,See Table 3 (compiled sources),410.0,0.5,7.0,100.0,0.0,0.0,0.0,100.0,31.8,3.99,2.9,29.57,4.2,254.0,34.6
4396,RAC,real,See Table 3 (compiled sources),380.0,0.3,28.0,20.0,0.0,0.0,0.0,20.0,73.0,9.0,6.0,10.08,8.2,294.1,70.1
4397,RAC,real,See Table 3 (compiled sources),450.0,0.4,3.0,1.0,0.0,0.0,0.0,1.0,33.4,3.93,3.39,17.55,6.4,361.4,58.6
4398,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.65,28.0,100.0,0.0,0.0,0.0,100.0,36.1,4.4,2.94,30.0,3.3,222.7,31.7
4399,RAC,real,See Table 3 (compiled sources),300.0,0.56,56.0,1.0,0.0,0.0,0.0,1.0,45.2,4.99,4.14,18.64,6.1,243.4,57.3
4400,RAC,real,See Table 3 (compiled sources),350.0,0.33,56.0,2.0,0.0,0.0,0.0,2.0,66.5,7.71,5.75,8.76,8.6,287.7,66.5
4401,RAC,real,See Table 3 (compiled sources),410.0,0.549,4.0,0.0,0.0,0.0,0.0,0.0,23.3,2.69,2.32,25.02,4.3,341.8,63.1
4402,RAC,real,See Table 3 (compiled sources),380.0,0.5,28.0,17.0,0.0,0.0,0.0,17.0,46.4,5.71,4.23,20.64,5.4,291.2,61.8
4403,RAC,real,See Table 3 (compiled sources),330.0,0.54,3.0,1.0,0.0,0.0,0.0,1.0,23.2,2.88,2.13,22.25,4.7,264.0,47.0
4404,RCWTB,augmented_literature_based,This study (synthetic augmentation),300.2,0.43,14.0,25.4,9.2,0.0,0.0,34.6,56.4,6.94,4.77,14.92,7.5,215.6,54.8
4405,RAC,real,See Table 3 (compiled sources),350.0,0.34,28.0,2.0,0.0,0.0,0.0,2.0,60.9,7.81,5.54,10.18,8.2,285.5,62.3
4406,RAC,real,See Table 3 (compiled sources),400.0,0.41,56.0,2.0,0.0,0.0,0.0,2.0,63.6,7.97,5.57,12.0,8.6,320.2,79.4
4407,RAC,real,See Table 3 (compiled sources),500.0,0.33,28.0,2.0,0.0,0.0,0.0,2.0,65.0,7.45,6.0,10.81,8.0,410.8,80.7
4408,RCWTB,augmented_literature_based,This study (synthetic augmentation),464.7,0.335,28.0,39.6,16.9,0.0,0.0,56.5,61.9,7.76,5.48,12.16,9.7,335.2,68.5
4409,RAC,real,"Hoang 2024, Mathematics (Ref 9)",197.0,0.421,7.0,0.0,0.0,0.0,0.0,0.0,27.3,3.26,2.84,16.8,6.7,160.8,36.2
4410,RAC,real,See Table 3 (compiled sources),380.0,0.5,28.0,50.0,0.0,0.0,0.0,50.0,37.5,4.66,2.94,23.28,4.9,273.6,51.3
4411,RAC,real,See Table 3 (compiled sources),280.0,0.5,56.0,2.0,0.0,0.0,0.0,2.0,54.8,6.56,4.9,16.12,6.6,233.2,57.7
4412,RAC,real,See Table 3 (compiled sources),280.0,0.45,3.0,1.0,0.0,0.0,0.0,1.0,23.9,2.76,1.96,19.51,5.9,233.2,52.3
4413,RAC,real,See Table 3 (compiled sources),500.0,0.34,56.0,2.0,0.0,0.0,0.0,2.0,68.8,7.83,6.0,9.12,8.8,409.6,85.8
4414,RAC,real,See Table 3 (compiled sources),210.0,0.58,28.0,1.0,0.0,0.0,0.0,1.0,33.3,4.66,3.11,21.66,4.8,166.9,36.9
4415,RCWTB_FreezeThaw,augmented_literature_based,This study (synthetic augmentation),388.1,0.429,28.0,49.8,5.5,0.0,0.0,55.3,50.4,6.22,4.69,19.48,6.5,270.3,56.4
4416,RAC,real,See Table 3 (compiled sources),380.0,0.61,28.0,100.0,0.0,0.0,0.0,100.0,31.0,3.37,2.9,30.0,3.3,218.2,36.8
4417,RAC,real,See Table 3 (compiled sources),353.0,0.55,56.0,0.0,0.0,0.0,0.0,0.0,25.0,2.63,2.18,20.87,5.5,297.2,50.9
4418,RAC,real,"Hoang 2024, Mathematics (Ref 9)",350.0,0.414,91.0,100.0,0.0,0.0,0.0,100.0,32.5,3.49,2.58,22.28,6.8,190.9,27.0
4419,RAC,real,See Table 3 (compiled sources),534.0,0.34,28.0,0.0,0.0,0.0,0.0,0.0,58.7,6.99,5.43,11.35,8.2,420.0,90.2
4420,RAC,real,See Table 3 (compiled sources),210.0,0.54,3.0,2.0,0.0,0.0,0.0,2.0,17.5,2.24,1.5,24.72,4.4,166.4,31.0
4421,RAC,real,See Table 3 (compiled sources),280.0,0.4,56.0,1.0,0.0,0.0,0.0,1.0,58.6,6.84,5.07,13.42,7.5,232.1,56.5
4422,RAC,real,See Table 3 (compiled sources),380.0,0.5,28.0,100.0,0.0,0.0,0.0,100.0,43.4,5.42,3.79,25.56,4.9,230.7,31.3
4423,RAC,real,"Hoang 2024, Mathematics (Ref 9)",350.0,0.394,91.0,0.0,0.0,0.0,0.0,0.0,42.7,4.63,3.98,11.6,8.0,296.6,63.4
4424,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.5,28.0,0.0,0.0,0.0,0.0,0.0,28.3,4.9,2.54,20.67,5.8,311.5,58.0
4425,RAC,real,See Table 3 (compiled sources),380.0,0.52,28.0,50.0,0.0,0.0,0.0,50.0,35.5,4.21,3.33,24.92,5.1,271.2,47.6
4426,RAC,real,See Table 3 (compiled sources),500.0,0.34,3.0,1.0,0.0,0.0,0.0,1.0,43.6,5.65,3.83,13.62,7.5,405.9,73.5
4427,RAC,real,See Table 3 (compiled sources),450.0,0.42,3.0,2.0,0.0,0.0,0.0,2.0,34.3,3.88,3.08,17.15,6.2,371.0,61.8
4428,RAC,real,See Table 3 (compiled sources),210.0,0.53,56.0,1.0,0.0,0.0,0.0,1.0,44.2,5.6,3.75,16.97,6.4,167.2,37.2
4429,RAC,real,See Table 3 (compiled sources),350.0,0.4,56.0,2.0,0.0,0.0,0.0,2.0,66.8,7.77,5.98,11.4,7.3,294.2,72.7
4430,RAC,real,See Table 3 (compiled sources),450.0,0.34,56.0,2.0,0.0,0.0,0.0,2.0,74.8,8.82,6.0,8.41,8.9,365.7,81.2
4431,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.41,28.0,60.0,0.0,0.0,0.0,60.0,48.0,5.73,4.61,18.7,6.5,263.6,47.0
4432,RAC,real,See Table 3 (compiled sources),353.0,0.7,28.0,48.6,0.0,0.0,0.0,48.6,29.2,3.58,2.64,30.0,3.4,249.7,43.1
4433,Combined,augmented_literature_based,This study (synthetic augmentation),495.4,0.576,28.0,38.3,14.8,14.4,6.2,73.7,44.6,5.61,3.8,20.89,7.5,347.9,56.9
4434,RAC,real,See Table 3 (compiled sources),300.0,0.58,28.0,1.0,0.0,0.0,0.0,1.0,41.2,4.71,3.39,21.48,5.1,251.8,56.2
4435,RCWTB_FreezeThaw,augmented_literature_based,This study (synthetic augmentation),321.6,0.431,56.0,43.1,19.1,0.0,0.0,62.2,60.9,6.42,5.48,13.17,8.9,212.5,49.4
4436,RAC,real,See Table 3 (compiled sources),350.0,0.33,56.0,1.0,0.0,0.0,0.0,1.0,61.1,7.74,5.15,10.28,8.2,291.7,62.4
4437,RAC,real,See Table 3 (compiled sources),360.0,0.58,3.0,2.0,0.0,0.0,0.0,2.0,24.9,3.24,2.27,24.81,4.4,290.0,41.2
4438,RAC,real,See Table 3 (compiled sources),450.0,0.42,3.0,1.0,0.0,0.0,0.0,1.0,33.3,3.84,2.89,17.37,6.1,369.7,65.3
4439,Plastic,augmented_literature_based,This study (synthetic augmentation),502.7,0.488,28.0,41.5,0.0,0.0,14.3,55.8,41.8,5.19,3.52,22.08,5.1,379.9,65.2
4440,RAC,real,See Table 3 (compiled sources),355.0,0.507042254,28.0,50.0,0.0,0.0,0.0,50.0,24.0,2.76,1.88,24.22,4.6,239.4,45.2
4441,RAC,real,See Table 3 (compiled sources),450.0,0.33,56.0,2.0,0.0,0.0,0.0,2.0,80.5,9.0,6.0,5.97,9.1,365.1,96.7
4442,RAC,real,See Table 3 (compiled sources),280.0,0.4,56.0,1.0,0.0,0.0,0.0,1.0,55.8,6.68,4.74,11.86,8.0,229.2,60.2
4443,RAC,real,See Table 3 (compiled sources),320.0,0.5990625,28.0,50.0,0.0,0.0,0.0,50.0,42.5,5.69,3.43,26.12,4.8,212.8,38.1
4444,RAC,real,See Table 3 (compiled sources),350.0,0.35,3.0,2.0,0.0,0.0,0.0,2.0,30.1,2.9,2.88,15.38,7.3,285.1,52.2
4445,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.67,28.0,100.0,0.0,0.0,0.0,100.0,15.4,2.0,1.5,30.0,3.3,213.8,31.9
4446,RAC,real,See Table 3 (compiled sources),350.0,0.43,28.0,100.0,0.0,0.0,0.0,100.0,70.2,8.41,6.0,21.26,5.2,196.4,39.9
4447,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.36,28.0,100.0,0.0,0.0,0.0,100.0,42.6,4.76,3.66,21.33,6.2,219.9,33.0
4448,RAC,real,See Table 3 (compiled sources),350.0,0.34,28.0,2.0,0.0,0.0,0.0,2.0,60.9,7.34,5.51,11.58,7.7,288.3,71.1
4449,RAC,real,See Table 3 (compiled sources),350.0,0.36,56.0,2.0,0.0,0.0,0.0,2.0,55.0,6.8,4.97,9.57,8.0,284.9,65.0
4450,RAC,real,See Table 3 (compiled sources),280.0,0.44,28.0,2.0,0.0,0.0,0.0,2.0,45.1,5.11,3.78,16.16,7.0,237.1,46.4
4451,RAC,real,See Table 3 (compiled sources),350.0,0.37,56.0,1.0,0.0,0.0,0.0,1.0,55.4,6.45,4.82,10.63,8.2,285.2,61.6
4452,RAC,real,See Table 3 (compiled sources),370.0,0.445945946,28.0,73.0,0.0,0.0,0.0,73.0,34.0,4.41,3.44,22.86,5.8,241.1,35.8
4453,RAC,real,"Hoang 2024, Mathematics (Ref 9)",248.0,0.722,7.0,50.0,0.0,0.0,0.0,50.0,27.2,3.38,2.56,30.0,3.3,152.5,30.5
4454,Combined,augmented_literature_based,This study (synthetic augmentation),396.7,0.374,90.0,34.7,12.1,6.5,4.2,57.5,64.3,7.62,5.6,12.1,9.8,282.5,62.5
4455,RAC,real,See Table 3 (compiled sources),537.0,0.41,28.0,30.0,0.0,0.0,0.0,30.0,49.9,6.08,4.5,17.38,6.9,418.1,72.2
4456,RAC,real,See Table 3 (compiled sources),461.0,0.52,28.0,0.0,0.0,0.0,0.0,0.0,25.4,3.23,2.09,21.82,5.2,369.5,61.3
4457,RAC,real,See Table 3 (compiled sources),500.0,0.33,56.0,1.0,0.0,0.0,0.0,1.0,65.4,7.76,5.78,9.32,8.4,406.9,86.9
4458,RAC,real,See Table 3 (compiled sources),380.0,0.67,28.0,0.0,0.0,0.0,0.0,0.0,22.5,2.55,1.94,25.52,4.1,313.4,48.8
4459,RAC,real,See Table 3 (compiled sources),350.0,0.44,56.0,2.0,0.0,0.0,0.0,2.0,64.9,7.87,5.92,11.7,7.7,291.5,63.8
4460,RAC,real,See Table 3 (compiled sources),482.0,0.44,28.0,38.9,0.0,0.0,0.0,38.9,34.5,4.938870968,2.2,20.1,6.6,366.4,58.6
4461,RAC,real,See Table 3 (compiled sources),380.0,0.3,28.0,100.0,0.0,0.0,0.0,100.0,53.0,6.75,4.95,18.66,7.2,225.4,41.8
4462,RAC,real,See Table 3 (compiled sources),271.0,0.590405904,28.0,0.0,0.0,0.0,0.0,0.0,38.9,4.42,3.5,21.58,5.1,222.4,45.1
4463,RAC,real,See Table 3 (compiled sources),500.0,0.33,28.0,1.0,0.0,0.0,0.0,1.0,66.6,8.18,6.0,9.28,8.6,409.6,95.1
4464,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.44,28.0,100.0,0.0,0.0,0.0,100.0,53.7,6.39,4.68,22.63,6.1,224.8,38.3
4465,RAC,real,See Table 3 (compiled sources),350.0,0.41,28.0,1.0,0.0,0.0,0.0,1.0,61.4,7.9,5.48,11.74,7.7,289.9,55.9
4466,RAC,real,See Table 3 (compiled sources),400.0,0.42,3.0,1.0,0.0,0.0,0.0,1.0,35.0,4.04,3.28,16.8,6.7,327.9,68.9
4467,RAC,real,See Table 3 (compiled sources),380.0,0.51,28.0,100.0,0.0,0.0,0.0,100.0,36.7,4.52,3.29,26.81,5.0,225.6,40.8
4468,RAC,real,See Table 3 (compiled sources),500.0,0.482,7.0,8.3,0.0,0.0,0.0,8.3,33.1,3.97,3.36,20.02,5.3,400.2,74.3
4469,Ceramic,augmented_literature_based,This study (synthetic augmentation),358.1,0.391,90.0,29.8,0.0,8.2,0.0,38.0,65.7,7.83,5.79,9.95,9.2,256.1,59.6
4470,RAC,real,"Hoang 2024, Mathematics (Ref 9)",249.0,0.423,7.0,0.0,0.0,0.0,0.0,0.0,36.2,4.34,3.28,17.79,5.9,201.7,41.5
4471,RAC,real,See Table 3 (compiled sources),380.0,0.84,28.0,40.0,0.0,0.0,0.0,40.0,16.5,2.55,1.5,30.0,2.1,270.0,39.7
4472,RAC,real,See Table 3 (compiled sources),480.0,0.354,3.0,100.0,0.0,0.0,0.0,100.0,33.7,5.03,3.22,23.89,5.2,294.2,46.6
4473,RAC,real,See Table 3 (compiled sources),329.8,0.352,28.0,45.0,0.0,0.0,0.0,45.0,50.1,5.97,4.43,15.21,7.0,231.7,45.1
4474,RAC,real,See Table 3 (compiled sources),350.0,0.36,3.0,1.0,0.0,0.0,0.0,1.0,28.4,3.22,2.47,16.24,6.7,273.8,46.2
4475,RAC,real,See Table 3 (compiled sources),400.0,0.45,90.0,100.0,0.0,0.0,0.0,100.0,57.2,7.27,4.93,21.15,5.7,242.6,45.6
4476,RAC,real,See Table 3 (compiled sources),400.0,0.4,28.0,49.0,0.0,0.0,0.0,49.0,65.3,7.77,6.0,16.45,6.9,283.4,58.9
4477,RAC,real,See Table 3 (compiled sources),350.0,0.33,28.0,0.0,0.0,0.0,0.0,0.0,52.4,6.01,4.65,11.9,8.2,286.5,61.9
4478,RAC,real,See Table 3 (compiled sources),380.0,0.45,28.0,100.0,0.0,0.0,0.0,100.0,42.0,5.08,3.57,26.44,4.6,225.0,28.6
4479,Combined,augmented_literature_based,This study (synthetic augmentation),388.6,0.315,28.0,15.1,13.5,10.9,6.1,45.6,63.9,7.3,5.6,8.69,10.0,282.1,66.1
4480,RCWTB_FreezeThaw,augmented_literature_based,This study (synthetic augmentation),432.2,0.323,56.0,49.3,10.8,0.0,0.0,60.1,64.1,7.28,5.36,11.45,9.0,303.5,63.9
4481,RAC,real,See Table 3 (compiled sources),380.0,0.4,28.0,100.0,0.0,0.0,0.0,100.0,46.5,5.47,4.44,21.71,6.0,223.0,30.2
4482,RAC,real,See Table 3 (compiled sources),210.0,0.5,28.0,1.0,0.0,0.0,0.0,1.0,31.6,3.81,2.79,19.69,6.3,168.4,33.1
4483,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.7,28.0,100.0,0.0,0.0,0.0,100.0,29.9,3.09,2.47,30.0,3.3,223.5,33.6
4484,RAC,real,See Table 3 (compiled sources),280.0,0.41,28.0,2.0,0.0,0.0,0.0,2.0,43.6,5.45,3.59,14.05,7.4,220.9,50.3
4485,RAC,real,See Table 3 (compiled sources),350.0,0.54,28.0,20.0,0.0,0.0,0.0,20.0,50.5,6.18,4.41,20.51,6.0,274.9,57.5
4486,RAC,real,See Table 3 (compiled sources),394.0,0.47,28.0,0.0,0.0,0.0,0.0,0.0,36.9,4.25,3.69,17.98,6.3,321.5,65.9
4487,RAC,real,See Table 3 (compiled sources),400.0,0.41,28.0,2.0,0.0,0.0,0.0,2.0,60.9,7.46,5.2,12.19,7.7,320.5,79.8
4488,RAC,real,See Table 3 (compiled sources),320.0,0.55,28.0,48.3,0.0,0.0,0.0,48.3,34.5,4.18,3.0,25.85,4.9,223.3,43.7
4489,RAC,real,See Table 3 (compiled sources),350.0,0.33,56.0,2.0,0.0,0.0,0.0,2.0,69.8,8.04,6.0,6.27,9.3,283.4,67.2
4490,RCWTB,augmented_literature_based,This study (synthetic augmentation),377.3,0.533,7.0,25.3,12.0,0.0,0.0,37.3,51.3,6.27,4.27,21.78,6.1,275.0,58.2
4491,RAC,real,See Table 3 (compiled sources),500.0,0.36,3.0,1.0,0.0,0.0,0.0,1.0,43.2,5.67,3.88,15.82,6.8,407.3,79.6
4492,RAC,real,See Table 3 (compiled sources),350.0,0.37,28.0,1.0,0.0,0.0,0.0,1.0,44.5,5.19,4.02,13.24,7.2,284.1,56.9
4493,RCWTB,augmented_literature_based,This study (synthetic augmentation),302.1,0.565,56.0,27.3,9.2,0.0,0.0,36.5,55.3,6.68,4.75,19.04,6.5,210.5,48.2
4494,RAC,real,See Table 3 (compiled sources),280.0,0.58,56.0,1.0,0.0,0.0,0.0,1.0,48.7,6.1,4.24,18.51,5.6,232.5,51.8
4495,RAC_FreezeThaw,real,See Table 3 (compiled sources),338.0,0.642,60.0,45.3,0.0,0.0,0.0,45.3,37.9,4.53,3.15,26.23,4.3,234.4,43.8
4496,RAC,real,See Table 3 (compiled sources),262.0,0.649,28.0,0.0,0.0,0.0,0.0,0.0,26.0,2.77,2.55,24.87,4.3,215.0,42.5
4497,RAC,real,See Table 3 (compiled sources),380.0,0.45,28.0,1.0,0.0,0.0,0.0,1.0,54.0,6.56,4.67,16.21,7.0,310.1,72.8
4498,Ceramic,augmented_literature_based,This study (synthetic augmentation),360.4,0.405,14.0,38.4,0.0,23.4,0.0,61.8,54.6,6.55,4.91,16.03,7.9,243.3,54.3
4499,RCWTB,augmented_literature_based,This study (synthetic augmentation),361.8,0.367,7.0,46.2,15.8,0.0,0.0,62.0,56.5,6.84,5.03,14.18,8.4,253.8,50.0
4500,RAC,real,See Table 3 (compiled sources),450.0,0.4,28.0,1.0,0.0,0.0,0.0,1.0,56.1,6.31,5.03,14.33,7.1,362.4,73.4
4501,RAC,real,See Table 3 (compiled sources),280.0,0.44,3.0,2.0,0.0,0.0,0.0,2.0,21.9,2.79,1.82,20.53,5.4,226.3,35.9
4502,RAC,real,See Table 3 (compiled sources),500.0,0.35,28.0,1.0,0.0,0.0,0.0,1.0,61.0,7.03,5.19,11.06,8.7,405.8,88.9
4503,RAC,real,See Table 3 (compiled sources),350.0,0.35,56.0,2.0,0.0,0.0,0.0,2.0,60.8,6.57,5.63,10.65,8.5,282.0,70.7
4504,RAC,real,See Table 3 (compiled sources),280.0,0.55,56.0,1.0,0.0,0.0,0.0,1.0,47.5,5.55,4.44,17.99,6.2,223.5,47.6
4505,RAC,real,See Table 3 (compiled sources),280.0,0.4,28.0,1.0,0.0,0.0,0.0,1.0,50.3,5.76,4.78,13.5,7.4,228.9,44.7
4506,RAC,real,See Table 3 (compiled sources),350.0,0.44,28.0,2.0,0.0,0.0,0.0,2.0,64.1,7.35,5.67,14.69,7.2,280.1,69.2
4507,RAC,real,See Table 3 (compiled sources),295.0,0.610169492,28.0,50.0,0.0,0.0,0.0,50.0,19.0,2.33,1.5,29.1,3.8,197.3,26.0
4508,RAC,real,See Table 3 (compiled sources),210.0,0.56,56.0,2.0,0.0,0.0,0.0,2.0,41.3,4.78,4.0,18.83,6.0,172.5,46.5
4509,RAC,real,See Table 3 (compiled sources),420.0,0.431,3.0,100.0,0.0,0.0,0.0,100.0,18.5,2.41,1.53,27.78,4.5,252.2,32.7
4510,RAC,real,See Table 3 (compiled sources),280.0,0.42,28.0,2.0,0.0,0.0,0.0,2.0,45.8,5.75,3.9,15.07,7.6,223.8,49.8
4511,RAC,real,See Table 3 (compiled sources),300.0,0.53,3.0,1.0,0.0,0.0,0.0,1.0,24.4,3.18,2.19,22.83,5.0,235.8,46.6
4512,RAC,real,See Table 3 (compiled sources),400.0,0.42,56.0,1.0,0.0,0.0,0.0,1.0,60.2,7.17,5.23,13.54,8.1,326.9,73.8
4513,RAC,real,See Table 3 (compiled sources),353.0,0.55,14.0,0.0,0.0,0.0,0.0,0.0,20.9,2.86,1.7,22.35,4.8,290.9,47.0
4514,RAC,real,See Table 3 (compiled sources),380.0,0.5,28.0,100.0,0.0,0.0,0.0,100.0,65.1,8.17,5.8,23.49,5.7,218.1,46.0
4515,RCWTB,augmented_literature_based,This study (synthetic augmentation),335.8,0.303,7.0,45.1,18.7,0.0,0.0,63.8,65.9,7.82,5.63,11.12,10.0,218.7,51.1
4516,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.64,28.0,100.0,0.0,0.0,0.0,100.0,39.7,4.59,3.15,30.0,3.4,223.4,34.6
4517,RAC,real,See Table 3 (compiled sources),280.0,0.55,28.0,1.0,0.0,0.0,0.0,1.0,43.8,5.36,4.02,18.74,6.2,237.3,53.7
4518,RAC,real,See Table 3 (compiled sources),380.0,0.84,28.0,20.0,0.0,0.0,0.0,20.0,19.5,2.12,2.04,30.0,2.6,289.6,49.2
4519,RAC,real,See Table 3 (compiled sources),210.0,0.59,28.0,1.0,0.0,0.0,0.0,1.0,30.1,3.78,2.83,23.51,4.8,174.0,33.8
4520,RAC,real,See Table 3 (compiled sources),500.0,0.34,3.0,1.0,0.0,0.0,0.0,1.0,43.6,5.52,4.16,14.2,7.4,412.2,87.1
4521,RAC,real,See Table 3 (compiled sources),450.0,0.33,56.0,1.0,0.0,0.0,0.0,1.0,74.0,9.0,6.0,8.38,8.8,372.5,86.4
4522,RAC,real,See Table 3 (compiled sources),454.5,0.355775578,90.0,8.0,0.0,0.0,0.0,8.0,86.0,9.0,6.0,6.1,9.8,365.1,94.6
4523,RAC,real,See Table 3 (compiled sources),330.0,0.54,56.0,1.0,0.0,0.0,0.0,1.0,42.8,5.14,3.75,19.48,6.1,267.3,61.3
4524,RAC,real,See Table 3 (compiled sources),380.0,0.61,28.0,80.0,0.0,0.0,0.0,80.0,32.5,3.68,2.99,29.16,4.0,237.3,36.7
4525,RAC,real,See Table 3 (compiled sources),280.0,0.46,28.0,1.0,0.0,0.0,0.0,1.0,43.9,5.22,4.02,15.93,7.3,224.7,57.4
4526,RAC,real,See Table 3 (compiled sources),280.0,0.42,56.0,1.0,0.0,0.0,0.0,1.0,53.4,6.57,4.96,13.45,7.4,231.1,53.4
4527,RAC,real,See Table 3 (compiled sources),400.0,0.47,28.0,48.7,0.0,0.0,0.0,48.7,34.9,4.938870968,3.3,22.53,6.0,285.4,53.6
4528,RAC,real,See Table 3 (compiled sources),350.0,0.33,56.0,0.0,0.0,0.0,0.0,0.0,64.2,7.89,6.0,9.23,8.6,288.2,64.7
